level,topic,chapter_id,file,title,suggested_3,reason
Level6_GESP 六级 (数据结构),线性 DP,6-10-2,02_最长递增子序列 LIS.md,最长递增子序列 LIS,"Level6:79, Level6:80, Level6:81",专题内无相邻题号，从全局末尾分配
Level6_GESP 六级 (数据结构),线性 DP,6-10-3,03_最长公共子序列 LCS.md,最长公共子序列 LCS,"Level6:82, Level6:83, Level6:84",专题内无相邻题号，从全局末尾分配
Level6_GESP 六级 (数据结构),背包 DP,6-11-1,01_0-1 背包.md,0-1 背包,"Level6:85, Level6:86, Level6:87",专题内无相邻题号，从全局末尾分配
Level6_GESP 六级 (数据结构),背包 DP,6-11-2,02_完全背包.md,完全背包,"Level6:88, Level6:89, Level6:90",专题内无相邻题号，从全局末尾分配
Level6_GESP 六级 (数据结构),背包 DP,6-11-3,03_多重背包与混合背包.md,多重背包与混合背包,"Level6:91, Level6:92, Level6:93",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),图的存储与遍历,gesp-7-1-1,01_邻接矩阵与邻接表.md,邻接矩阵与邻接表,"Level7:1, Level7:2, Level7:3",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),图的存储与遍历,gesp-7-1-2,02_图的 DFS 与 BFS.md,图的 DFS 与 BFS,"Level7:4, Level7:5, Level7:6",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),树状数组,7-2-1,01_树状数组原理与单点更新.md,树状数组原理与单点更新,"Level7:7, Level7:8, Level7:9",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),树状数组,7-2-2,02_区间查询与前缀差分技巧.md,区间查询与前缀差分技巧,"Level7:10, Level7:11, Level7:12",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),树状数组,7-2-3,03_区间更新与区间查询扩展.md,区间更新与区间查询扩展,"Level7:13, Level7:14, Level7:15",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),树状数组,7-2-4,04_离散化技术与树状数组结合.md,离散化技术与树状数组结合,"Level7:16, Level7:17, Level7:18",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),树状数组,7-2-5,05_二维树状数组与高级应用.md,二维树状数组与高级应用,"Level7:19, Level7:20, Level7:21",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),进阶动态规划,gesp-7-2-1,01_最长上升子序列 (LIS).md,最长上升子序列 (LIS),"Level7:22, Level7:23, Level7:24",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),进阶动态规划,gesp-7-2-2,02_最长公共子序列 (LCS).md,最长公共子序列 (LCS),"Level7:25, Level7:26, Level7:27",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),进阶动态规划,gesp-7-2-3,03_0_1 背包与完全背包.md,0/1 背包与完全背包,"Level7:28, Level7:29, Level7:30",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),进阶图算法,gesp-7-3-1,01_Flood Fill (泛洪算法).md,Flood Fill (泛洪算法),"Level7:31, Level7:32, Level7:33",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),进阶图算法,gesp-7-3-2,02_拓扑排序.md,拓扑排序,"Level7:34, Level7:35, Level7:36",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),快速幂,7-5-1,01_快速幂基础.md,快速幂基础,"Level7:37, Level7:38, Level7:39",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),快速幂,7-5-2,02_矩阵快速幂入门.md,矩阵快速幂入门,"Level7:40, Level7:41, Level7:42",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),快速幂,7-5-3,03_快速幂应用例题.md,快速幂应用例题,"Level7:43, Level7:44, Level7:45",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),哈希,7-6-1,01_哈希表与冲突处理.md,哈希表与冲突处理,"Level7:46, Level7:47, Level7:48",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),哈希,7-6-2,02_字符串哈希（多项式哈希）.md,字符串哈希（多项式哈希）,"Level7:49, Level7:50, Level7:51",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),哈希,7-6-3,03_哈希应用例题.md,哈希应用例题,"Level7:52, Level7:53, Level7:54",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),表达式求值,7-7-1,01_后缀（逆波兰）表达式计算.md,后缀（逆波兰）表达式计算,"Level7:55, Level7:56, Level7:57",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),表达式求值,7-7-2,02_中缀表达式转后缀.md,中缀表达式转后缀,"Level7:58, Level7:59, Level7:60",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),表达式求值,7-7-3,03_带括号的表达式求值.md,带括号的表达式求值,"Level7:61, Level7:62, Level7:63",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),DFS 进阶,7-8-1,01_全排列与回溯.md,全排列与回溯,"Level7:64, Level7:65, Level7:66",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),DFS 进阶,7-8-2,02_子集生成与组合枚举.md,子集生成与组合枚举,"Level7:67, Level7:68, Level7:69",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),DFS 进阶,7-8-3,03_剪枝技巧与优化.md,剪枝技巧与优化,"Level7:70, Level7:71, Level7:72",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),BFS 进阶,7-9-1,01_多源 BFS 与泛洪算法.md,多源 BFS 与泛洪算法,"Level7:73, Level7:74, Level7:75",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),BFS 进阶,7-9-2,02_双向 BFS.md,双向 BFS,"Level7:76, Level7:77, Level7:78",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),BFS 进阶,7-9-3,03_A_ 思想入门.md,A* 思想入门,"Level7:79, Level7:80, Level7:81",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),区间 DP,7-10-1,01_区间 DP 基本框架.md,区间 DP 基本框架,"Level7:82, Level7:83, Level7:84",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),区间 DP,7-10-2,02_石子归并问题.md,石子归并问题,"Level7:85, Level7:86, Level7:87",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),区间 DP,7-10-3,03_括号合并与字符串区间DP.md,括号合并与字符串区间DP,"Level7:88, Level7:89, Level7:90",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),树上 DP,7-11-1,01_树形 DP 基础框架.md,树形 DP 基础框架,"Level7:91, Level7:92, Level7:93",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),树上 DP,7-11-2,02_树上独立集与点覆盖.md,树上独立集与点覆盖,"Level7:94, Level7:95, Level7:96",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),树上 DP,7-11-3,03_树上路径与直径DP.md,树上路径与直径DP,"Level7:97, Level7:98, Level7:99",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),二维 DP,7-12-1,01_二维 DP 基础（方格路径）.md,二维 DP 基础（方格路径）,"Level7:100, Level7:101, Level7:102",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),二维 DP,7-12-2,02_编辑距离.md,编辑距离,"Level7:103, Level7:104, Level7:105",专题内无相邻题号，从全局末尾分配
Level7_GESP 七级 (图论与DP),二维 DP,7-12-3,03_二维 DP 综合例题.md,二维 DP 综合例题,"Level7:106, Level7:107, Level7:108",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),最短路径,gesp-8-1-1,01_Dijkstra 算法.md,Dijkstra 算法,"Level8:1, Level8:2, Level8:3",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),最短路径,gesp-8-1-2,02_Floyd 算法.md,Floyd 算法,"Level8:4, Level8:5, Level8:6",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),最小生成树,gesp-8-2-1,01_Prim 算法.md,Prim 算法,"Level8:7, Level8:8, Level8:9",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),最小生成树,gesp-8-2-2,02_Kruskal 算法 (并查集).md,Kruskal 算法 (并查集),"Level8:10, Level8:11, Level8:12",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),组合数学,gesp-8-3-1,01_排列与组合公式.md,排列与组合公式,"Level8:13, Level8:14, Level8:15",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),组合数学,gesp-8-3-2,02_杨辉三角与组合数.md,杨辉三角与组合数,"Level8:16, Level8:17, Level8:18",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),算法优化技巧,gesp-8-4-1,01_倍增法 (LCA).md,倍增法 (LCA),"Level8:19, Level8:20, Level8:21",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),算法优化技巧,gesp-8-4-2,02_前缀和与差分.md,前缀和与差分,"Level8:22, Level8:23, Level8:24",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),线段树,8-5-1,01_线段树基础与实现.md,线段树基础与实现,"Level8:25, Level8:26, Level8:27",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),线段树,8-5-2,02_懒标记与区间更新.md,懒标记与区间更新,"Level8:28, Level8:29, Level8:30",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),线段树,8-5-3,03_可持久化线段树.md,可持久化线段树,"Level8:31, Level8:32, Level8:33",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),线段树,8-5-4,04_归并排序树与分块树.md,归并排序树与分块树,"Level8:34, Level8:35, Level8:36",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),线段树,8-5-5,05_线段树优化：Beats 技巧.md,线段树优化：Beats 技巧,"Level8:37, Level8:38, Level8:39",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),并查集,8-6-1,01_并查集基础（路径压缩）.md,并查集基础（路径压缩）,"Level8:40, Level8:41, Level8:42",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),并查集,8-6-2,02_带权并查集.md,带权并查集,"Level8:43, Level8:44, Level8:45",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),并查集,8-6-3,03_扩展并查集与应用.md,扩展并查集与应用,"Level8:46, Level8:47, Level8:48",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),优先队列与堆,8-7-1,01_二叉堆与优先队列.md,二叉堆与优先队列,"Level8:49, Level8:50, Level8:51",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),优先队列与堆,8-7-2,02_堆优化 Dijkstra.md,堆优化 Dijkstra,"Level8:52, Level8:53, Level8:54",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),优先队列与堆,8-7-3,03_优先队列贪心例题.md,优先队列贪心例题,"Level8:55, Level8:56, Level8:57",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),拓扑排序,8-8-1,01_拓扑排序 BFS 实现.md,拓扑排序 BFS 实现,"Level8:58, Level8:59, Level8:60",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),拓扑排序,8-8-2,02_拓扑排序判环.md,拓扑排序判环,"Level8:61, Level8:62, Level8:63",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),拓扑排序,8-8-3,03_拓扑排序上的 DP.md,拓扑排序上的 DP,"Level8:64, Level8:65, Level8:66",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),Floyd 全源最短路,8-9-1,01_Floyd 算法原理.md,Floyd 算法原理,"Level8:67, Level8:68, Level8:69",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),Floyd 全源最短路,8-9-2,02_传递闭包.md,传递闭包,"Level8:70, Level8:71, Level8:72",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),Floyd 全源最短路,8-9-3,03_Floyd 综合例题.md,Floyd 综合例题,"Level8:73, Level8:74, Level8:75",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),倍增与 LCA,8-10-1,01_倍增法基础.md,倍增法基础,"Level8:76, Level8:77, Level8:78",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),倍增与 LCA,8-10-2,02_最近公共祖先（LCA）.md,最近公共祖先（LCA）,"Level8:79, Level8:80, Level8:81",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),倍增与 LCA,8-10-3,03_LCA 的应用：树上路径距离.md,LCA 的应用：树上路径距离,"Level8:82, Level8:83, Level8:84",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),树的直径与重心,8-11-1,01_树的直径（两次 DFS）.md,树的直径（两次 DFS）,"Level8:85, Level8:86, Level8:87",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),树的直径与重心,8-11-2,02_树的重心.md,树的重心,"Level8:88, Level8:89, Level8:90",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),树的直径与重心,8-11-3,03_直径与重心综合例题.md,直径与重心综合例题,"Level8:91, Level8:92, Level8:93",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),树上差分,8-12-1,01_树上点差分.md,树上点差分,"Level8:94, Level8:95, Level8:96",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),树上差分,8-12-2,02_树上边差分.md,树上边差分,"Level8:97, Level8:98, Level8:99",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),树上差分,8-12-3,03_树上差分综合例题.md,树上差分综合例题,"Level8:100, Level8:101, Level8:102",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),数论进阶,8-13-1,01_欧拉函数与欧拉定理.md,欧拉函数与欧拉定理,"Level8:103, Level8:104, Level8:105",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),数论进阶,8-13-2,02_乘法逆元（费马小定理 & 线性逆元）.md,乘法逆元（费马小定理 & 线性逆元）,"Level8:106, Level8:107, Level8:108",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),数论进阶,8-13-3,03_容斥原理.md,容斥原理,"Level8:109, Level8:110, Level8:111",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),离散化与 ST 表,8-14-1,01_离散化（坐标压缩）.md,离散化（坐标压缩）,"Level8:112, Level8:113, Level8:114",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),离散化与 ST 表,8-14-2,02_ST 表与稀疏表.md,ST 表与稀疏表,"Level8:115, Level8:116, Level8:117",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),离散化与 ST 表,8-14-3,03_RMQ 综合例题.md,RMQ 综合例题,"Level8:118, Level8:119, Level8:120",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),差分约束,8-15-1,01_差分约束系统原理.md,差分约束系统原理,"Level8:121, Level8:122, Level8:123",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),差分约束,8-15-2,02_SPFA 判负环.md,SPFA 判负环,"Level8:124, Level8:125, Level8:126",专题内无相邻题号，从全局末尾分配
Level8_GESP 八级 (综合巅峰),差分约束,8-15-3,03_差分约束综合例题.md,差分约束综合例题,"Level8:127, Level8:128, Level8:129",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),字符串算法,9-1-1,01_KMP 字符串匹配.md,KMP 字符串匹配,"Level9:1, Level9:2, Level9:3",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),字符串算法,9-1-2,02_Z 函数（扩展 KMP）.md,Z 函数（扩展 KMP）,"Level9:4, Level9:5, Level9:6",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),字符串算法,9-1-3,03_Trie 字典树.md,Trie 字典树,"Level9:7, Level9:8, Level9:9",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),字符串算法,9-1-4,04_AC 自动机（多模式串匹配）.md,AC 自动机（多模式串匹配）,"Level9:10, Level9:11, Level9:12",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),字符串算法,9-1-5,05_Manacher 回文算法.md,Manacher 回文算法,"Level9:13, Level9:14, Level9:15",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),搜索进阶与贪心,9-2-1,01_迭代加深搜索（IDA_）.md,迭代加深搜索（IDA*）,"Level9:16, Level9:17, Level9:18",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),搜索进阶与贪心,9-2-2,02_反悔贪心与可撤销决策.md,反悔贪心与可撤销决策,"Level9:19, Level9:20, Level9:21",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),搜索进阶与贪心,9-2-3,03_随机化算法入门.md,随机化算法入门,"Level9:22, Level9:23, Level9:24",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数论进阶,9-3-1,01_数论分块（整除分块）.md,数论分块（整除分块）,"Level9:25, Level9:26, Level9:27",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数论进阶,9-3-2,02_扩展 GCD 与裴蜀定理.md,扩展 GCD 与裴蜀定理,"Level9:28, Level9:29, Level9:30",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数论进阶,9-3-3,03_BSGS 大步小步算法.md,BSGS 大步小步算法,"Level9:31, Level9:32, Level9:33",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数论进阶,9-3-4,04_中国剩余定理（CRT）.md,中国剩余定理（CRT）,"Level9:34, Level9:35, Level9:36",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数论进阶,9-3-5,05_Lucas 定理与大组合数取模.md,Lucas 定理与大组合数取模,"Level9:37, Level9:38, Level9:39",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 状压与数位,9-4-1,01_状压 DP 基础.md,状压 DP 基础,"Level9:40, Level9:41, Level9:42",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 状压与数位,9-4-2,02_状压 DP 经典：TSP _ 最小覆盖.md,状压 DP 经典：TSP / 最小覆盖,"Level9:43, Level9:44, Level9:45",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 状压与数位,9-4-3,03_数位 DP 基础（不含前导零处理）.md,数位 DP 基础（不含前导零处理）,"Level9:46, Level9:47, Level9:48",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 状压与数位,9-4-4,04_数位 DP 进阶（前导零 & 限高位）.md,数位 DP 进阶（前导零 & 限高位）,"Level9:49, Level9:50, Level9:51",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 概率期望与换根,9-5-1,01_概率 DP 基础.md,概率 DP 基础,"Level9:52, Level9:53, Level9:54",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 概率期望与换根,9-5-2,02_期望 DP（逆推期望步数）.md,期望 DP（逆推期望步数）,"Level9:55, Level9:56, Level9:57",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 概率期望与换根,9-5-3,03_换根 DP（全树最优根）.md,换根 DP（全树最优根）,"Level9:58, Level9:59, Level9:60",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 概率期望与换根,9-5-4,04_计数 DP 基础.md,计数 DP 基础,"Level9:61, Level9:62, Level9:63",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 进阶 · 概率期望与换根,9-5-5,05_树上背包 DP.md,树上背包 DP,"Level9:64, Level9:65, Level9:66",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 优化,9-6-1,01_单调队列优化 DP.md,单调队列优化 DP,"Level9:67, Level9:68, Level9:69",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 优化,9-6-2,02_斜率优化 DP（CHT 凸包）.md,斜率优化 DP（CHT 凸包）,"Level9:70, Level9:71, Level9:72",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),DP 优化,9-6-3,03_Li Chao 线段树.md,Li Chao 线段树,"Level9:73, Level9:74, Level9:75",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),线性数据结构,9-7-1,01_单调栈（下一个更大_更小元素）.md,单调栈（下一个更大/更小元素）,"Level9:76, Level9:77, Level9:78",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),线性数据结构,9-7-2,02_单调队列（滑动窗口最值）.md,单调队列（滑动窗口最值）,"Level9:79, Level9:80, Level9:81",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),线性数据结构,9-7-3,03_异或线性基.md,异或线性基,"Level9:82, Level9:83, Level9:84",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),线性数据结构,9-7-4,04_树状数组（BIT）单点修改与区间查询.md,树状数组（BIT）单点修改与区间查询,"Level9:85, Level9:86, Level9:87",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),线性数据结构,9-7-5,05_树状数组进阶（差分树状数组）.md,树状数组进阶（差分树状数组）,"Level9:88, Level9:89, Level9:90",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),线段树,9-8-1,01_线段树基础（单点修改）.md,线段树基础（单点修改）,"Level9:91, Level9:92, Level9:93",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),线段树,9-8-2,02_线段树区间修改（懒标记 pushdown）.md,线段树区间修改（懒标记 pushdown）,"Level9:94, Level9:95, Level9:96",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),线段树,9-8-3,03_线段树综合例题.md,线段树综合例题,"Level9:97, Level9:98, Level9:99",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),高级分治与根号算法,9-9-1,01_树链剖分（重链剖分）.md,树链剖分（重链剖分）,"Level9:100, Level9:101, Level9:102",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),高级分治与根号算法,9-9-2,02_分块（根号分治）.md,分块（根号分治）,"Level9:103, Level9:104, Level9:105",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),高级分治与根号算法,9-9-3,03_普通莫队.md,普通莫队,"Level9:106, Level9:107, Level9:108",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),高级分治与根号算法,9-9-4,04_CDQ 分治（离线三维偏序）.md,CDQ 分治（离线三维偏序）,"Level9:109, Level9:110, Level9:111",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),高级分治与根号算法,9-9-5,05_整体二分.md,整体二分,"Level9:112, Level9:113, Level9:114",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),图论进阶,9-10-1,01_Tarjan 强连通分量（SCC）与缩点.md,Tarjan 强连通分量（SCC）与缩点,"Level9:115, Level9:116, Level9:117",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),图论进阶,9-10-2,02_双连通分量、割点与桥.md,双连通分量、割点与桥,"Level9:118, Level9:119, Level9:120",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),图论进阶,9-10-3,03_欧拉路与欧拉回路.md,欧拉路与欧拉回路,"Level9:121, Level9:122, Level9:123",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),图论进阶,9-10-4,04_2-SAT 布尔可满足.md,2-SAT 布尔可满足,"Level9:124, Level9:125, Level9:126",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),网络流与二分图,9-11-1,01_二分图判断与匈牙利算法.md,二分图判断与匈牙利算法,"Level9:127, Level9:128, Level9:129",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),网络流与二分图,9-11-2,02_Dinic 最大流算法.md,Dinic 最大流算法,"Level9:130, Level9:131, Level9:132",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),网络流与二分图,9-11-3,03_最小割与最大流最小割定理.md,最小割与最大流最小割定理,"Level9:133, Level9:134, Level9:135",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),网络流与二分图,9-11-4,04_网络流建模例题.md,网络流建模例题,"Level9:136, Level9:137, Level9:138",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数学进阶,9-12-1,01_矩阵快速幂加速线性递推.md,矩阵快速幂加速线性递推,"Level9:139, Level9:140, Level9:141",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数学进阶,9-12-2,02_高斯消元法.md,高斯消元法,"Level9:142, Level9:143, Level9:144",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数学进阶,9-12-3,03_Nim 游戏与 SG 函数.md,Nim 游戏与 SG 函数,"Level9:145, Level9:146, Level9:147",专题内无相邻题号，从全局末尾分配
Level9_GESP 九级 (CSP-S 竞赛基础),数学进阶,9-12-4,04_计算几何：点积叉积与凸包.md,计算几何：点积叉积与凸包,"Level9:148, Level9:149, Level9:150",专题内无相邻题号，从全局末尾分配
